class_name,order_name,family,genus,species,common_name,tsn_id,iucn_id,wi_taxon_guid
Mammalia,Cetartiodactyla,Suidae,Sus,verrucosus,Javan Warty Pig,898268,21174,b8637844-ab31-4845-9697-e3a7536d0571
Mammalia,Cetartiodactyla,Tayassuidae,Catagonus,wagneri,Chacoan Peccary,625021,4015,90387039-30ac-4547-b645-ac74f4e96215
Mammalia,Cetartiodactyla,Tayassuidae,Pecari,tajacu,Collared Peccary,552761,41777,5acf63fb-339d-42b1-af7e-95f6151ae5fb
Mammalia,Cetartiodactyla,Tayassuidae,Tayassu,pecari,White-lipped Peccary,552762,41778,575008c3-8e3b-4efe-8da6-47631d60d5b7
Mammalia,Cetartiodactyla,Tragulidae,,,Unknown Chevrotain,50,50,b84a242f-46e8-4523-8c7f-c75b0a2ed4e4
Mammalia,Cetartiodactyla,Tragulidae,Hyemoschus,aquaticus,Water Chevrotain,625032,10341,578e82fe-ae7e-4a36-a00d-3ee7779c7899
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,indica,Indian Chevrotain,625033,136585,308c4f30-a4c5-42bd-87f4-fa7932ac2b17
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,kathygre,Yellow-striped Chevrotain,625033,136799,4df93f29-74e9-43f6-a2c7-0150bcacbcde
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,meminna,White-spotted Chevrotain,625033,41779,a2a3dfd8-e595-4c40-bb94-d84972533358
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,javanicus,Javan Chevrotain,898243,41780,6eb22182-155a-42f8-87ce-21e6053ca60e
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,kanchil,Lesser Oriental Chevrotain,898191,136297,205a307a-abf2-4a12-9018-5c044b20e97b
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,napu,Greater Oriental Chevrotain,625035,41781,848e5218-cbe4-4540-847b-817e638ce388
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,nigricans,Balabac Mouse Deer,898192,22065,5c510fa8-7df0-4fe1-8f06-d6fa40af11c7
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,versicolor,Silver-backed Chevrotain,898193,136360,389f79b0-a2a7-485b-848d-e0cf215d6a21
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,williamsoni,Williamson's Chevrotain,898194,136533,bea29ab4-5fbd-4e8d-880a-130b07531b77
Mammalia,Cingulata,Dasypodidae,,,Unknown Armadillo,28,28,f20f3ef6-d63d-49ab-89d9-85eaec6ce6e0
Mammalia,Cingulata,Dasypodidae,Cabassous,centralis,Northern Naked-tailed Armadillo,624891,3412,0f76d5eb-2c02-48ba-87e0-28f297e89e94
Mammalia,Cingulata,Dasypodidae,Cabassous,chacoensis,Chacoan Naked-tailed Armadillo,624892,3413,bff9a702-b354-4d16-827e-e316b543e687
Mammalia,Cingulata,Dasypodidae,Cabassous,tatouay,Greater Naked-tailed Armadillo,624893,3414,ed9679dc-e74b-4d84-82e5-c43bef55e632
Mammalia,Cingulata,Dasypodidae,Cabassous,unicinctus,Southern Naked-Tailed Armadillo,624894,3415,1ccdb5c3-88b4-498a-b8c8-0ff9fc5484c6
Mammalia,Cingulata,Dasypodidae,Chaetophractus,vellerosus,Screaming Hairy Armadillo,624896,89604632,eb1f51c7-58a9-4e23-b586-9d713dfdd7c6
Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Large Hairy Armadillo,624897,4369,e4c329c4-adc1-49ca-8fde-d275381d6f89
Mammalia,Cingulata,Dasypodidae,Chlamyphorus,truncatus,Pink Fairy Armadillo,624890,4704,f11a6ccd-88b3-4a82-a515-cb8023559017
Mammalia,Cingulata,Dasypodidae,Dasypus,hybridus,Southern Long-Nosed Armadillo,624898,6288,90d047bc-7f06-4042-8bc4-71934447b53e
Mammalia,Cingulata,Dasypodidae,Dasypus,kappleri,Greater Long-nosed Armadillo,624899,6289,4bd5da21-db37-44a8-b909-f76a6d990faa
Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded Armadillo,180103,6290,07843615-e1fc-49d8-9821-fd1d7ff2e773
Mammalia,Cingulata,Dasypodidae,Dasypus,pilosus,Hairy Long-nosed Armadillo,624900,6291,a0f054b3-1348-4881-86eb-f6d14dea1efa
Mammalia,Cingulata,Dasypodidae,Dasypus,sabanicola,Northern Long-nosed Armadillo,624901,6292,46de6387-7242-4ac5-a1f6-6c10f7a57698
Mammalia,Cingulata,Dasypodidae,Dasypus,septemcinctus,Brazilian Lesser Long-nosed Armadillo,624902,6293,92ae67d8-ff35-44e7-a6d7-c46760f1ee90
Mammalia,Cingulata,Dasypodidae,Dasypus,yepesi,Yunga's Lesser Long-Nosed Armadillo,727512,61924,69941761-f2cb-4644-b64e-48dcb699a483
Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Yellow Armadillo,624903,8306,568b60c5-123c-4d70-b918-c6ecb7dfb39f
Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant Armadillo,624904,18144,d23e77b7-0314-4129-b2e8-810e9c4771e7
Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern Three-banded Armadillo,624905,21974,9cdbc72a-6207-4b1d-a632-6f29c3668e4c
Mammalia,Cingulata,Dasypodidae,Tolypeutes,tricinctus,Brazilian Three-banded Armadillo,624906,21975,8cb73630-6ef1-4248-9f28-4908d4ddaeef
Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,624907,23178,9e36addc-e46d-4da1-8202-9a12592f5418
Mammalia,Dasyuromorphia,Dasyuridae,,,Unknown Quoll,30,30,11022f32-fb4c-49be-a1d1-86f86874230e
Mammalia,Dasyuromorphia,Dasyuridae,ANTECHINUS,,Antechinus species,89,89,6e975946-43db-40cf-a4bb-2977319097a1
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,New Guinea Quoll,552606,6299,ff0ab5c8-4887-40b8-b5bd-0d7fec779080
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western Quoll,552607,6294,22838906-9720-4190-890f-d80e1be55396
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Northern Quoll,552608,6295,e88777aa-294e-47ec-8c8a-d4081c0abaff
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Spotted-tailed Quoll,552609,6300,a8479038-dd45-40b3-bd78-dd07c2763153
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern Quoll,552611,6296,71aa549b-632a-4938-a833-ca666332ce23
Mammalia,Dasyuromorphia,Dasyuridae,Murexia,longicaudata,Short-furred Dasyure,552612,13930,4475fd89-8cdb-400b-b98b-ddf41ba7d05d
Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian Devil,709400,40540,e661f098-6915-4d7e-a5bd-4c7f31e29072
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,,Unknown Dunnart,84,84,24f8ade8-e278-449d-8bb0-609666a288c1
Mammalia,Dasyuromorphia,Dasyuridae,SMINTHOPSIS,leucopus,White-footed Dunnart,552646,20297,42a60ec0-a2dd-4a82-80db-7f6e13904546
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced Dunnart,552648,40546,a8a589b3-f6bc-46ce-9a68-e67c0bdd3a86
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,Lesser Hairy-footed Dunnart,552653,40550,6d9ac3a6-a8cd-40da-b036-91199e332384
Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,552592,14222,cdddbb3c-58c5-4c63-8f82-8333a76ef1f6
Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,volans,Philippine Flying Lemur,573234,6081,4df0b8e8-ae1b-4a8a-94ad-08610a99d174
Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegatus,Sunda Flying Lemur,727515,41502,a1cbd0db-17dc-40ca-9097-070c8198dbf9
Mammalia,Didelphimorphia,Didelphidae,,,Unknown Opossum,31,31,22f3d415-b3bc-4e37-a81a-504a69897974
Mammalia,Didelphimorphia,Didelphidae,Caluromys,lanatus,Brown-eared Wooly Opossum,552529,3648,0697cbbf-d958-4bcd-9aea-117cbc5fceeb
Mammalia,Didelphimorphia,Didelphidae,Chironectes,minimus,Water Opossum,552533,4671,f23325b8-e5e5-41ec-9032-aed17664255e
Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,White-eared Opossum,552534,40489,845361d9-fd62-4f49-9502-425581479003
Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Brazilian Common Opossum,552535,40500,f1082548-5a68-4971-9422-43cbf4acd838
Mammalia,Didelphimorphia,Didelphidae,Didelphis,imperfecta,Guianan White-eared Opossum,709359,136592,856b8eea-8e28-4f2f-9e1d-edf51b674f76
Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Black-eared Opossum,552536,40501,4ac36fff-912b-467a-8dab-95ee49d26787
Mammalia,Didelphimorphia,Didelphidae,Didelphis,pernigra,Andean White-eared Opossum,709360,136395,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8
Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,179921,40502,87be3a5c-e60a-4e7e-88c7-21544914d067
Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Little Water Opossum,552544,40503,4c72625b-51da-445f-8101-0227e77eb76e
Mammalia,Didelphimorphia,Didelphidae,Marmosa,,Marmosa species,81,81,0eafbd3d-bbe5-45c1-8081-aecb87d2d352
Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Brown Four-eyed Opossum,552563,40509,48c8afe4-781d-4e57-92ad-7818a0b89089
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,scalops,Long-nosed Short-tailed Opossum,552579,97249078,19cb054f-9975-4941-9e01-3971032e91b9
Mammalia,Didelphimorphia,Didelphidae,Philander,andersoni,Anderson's Four-eyed Opossum,552583,40515,d0f3398b-aa49-4c2a-94f8-414502e8170d
Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,Gray Four-eyed Opossum,552584,40516,bf9fb6c1-8c5e-4800-b0ed-bd82b16caf57
Mammalia,Dipodomys Deserti,Heteromyidae,Dipodomys,deserti,Desert Kangaroo Rat,180236,6686,9aa489c2-701e-42c2-80de-24a0c9ef6e75
Mammalia,Diprotodontia,Burramyidae,,,Pygmy possum species,88,88,9705e92d-0833-40b9-9039-de0f4eefbbfd
Mammalia,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon,moschatus,Musky Rat Kangaroo,552703,40559,196b2fd8-b6eb-4610-9072-e9069fdfbf02
Mammalia,Diprotodontia,Macropodidae,,,Unknown Kangaroo_Wallaby,36,36,6ae1fb2f-ec83-4483-a7c9-0e4b49017f8a
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Bennett's Tree Kangaroo,552707,6426,160020fb-08b8-42ad-a4cc-d64ce0e04fd2
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's Tree Kangaroo,552708,6427,1e434043-0185-4e63-be1a-0eb2c40eb2f0
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's Tree Kangaroo,552709,6429,ee953a3c-45c2-416f-9f56-6e399d4c14f3
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled Tree Kangaroo,552710,6431,b1094cb7-0682-479f-8b09-87b9051d508a
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,Lumholtz's Tree Kangaroo,552711,6432,040a492e-0e57-45be-90f2-49dc59e5771e
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Huon Tree Kangaroo,552712,6433,8ff14f76-f96b-4491-8727-3153ff08a469
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,mayri,Wondiwoi Tree-kangaroo,552708,136668,f4291bfa-bfd5-4394-a11e-e76a3375885f
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,mbaiso,Dingiso,709405,6437,1b0c86a6-fe53-4cb7-bfc0-223d656192d7
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,notatus,Ifola Tree Kangaroo,552708,136732,f090f415-b071-43f0-b165-e7d7dff96fe1
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,pulcherrimus,Golden-mantled Tree Kangaroo,709406,136696,8b821d4a-72e9-4a62-9a6d-d836fdebb862
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,scottae,Tenkile,552713,6435,5811d8b7-35e0-43f9-ab3d-e269ff8211ea
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,spadix,Lowlands Tree Kangaroo,552714,6436,53408621-2c93-4b05-8d84-3562a9be3e86
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,stellarum,Seriâ€™s Tree Kangaroo,709407,136812,abee045a-cc80-496a-868f-1dc3feb1b8c3
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Vogelkop Tree Kangaroo,552715,6434,0718191d-5a5d-4c75-a559-82723f038566
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,atrata,Black Dorcopsis,552716,6794,5a2c3c8b-5bbf-4baa-bd93-6760a16612a7
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,hageni,White-striped Dorcopsis,552717,6795,0397d932-0b5d-4118-a6a4-d03156d80696
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Grey Dorcopsis,552718,6799,e7ad089f-686f-4593-a5df-3c7e93bfc249
Mammalia,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown Dorcopsis,552719,6800,08645f6c-cf4e-4f1c-b591-76067365e813
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Macleay's Dorcopsis,552720,6801,6f11f38d-1e2b-4d0d-98e0-17e0e89424f1
Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,Small Dorcopsis,552721,6802,b03757e5-e6e3-476c-b88c-c094a290b4d1
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled Hare Wallaby,552723,11161,eebbc7c1-32e7-4938-9099-b47ad491b6f9
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous Hare Wallaby,552724,11162,d99cf61b-f623-4be9-9425-5ff499f92912
Mammalia,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Banded Hare Wallaby,552726,11171,08acd8a1-1afd-4af5-901f-1aab4563e768
Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile Wallaby,552727,40560,7b2cdc4b-95d8-47c2-b553-d864983b0a6f
Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine Wallaroo,552728,40561,e0f8b5c9-49bc-4b28-8b6a-442a02a80d22
Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Black Wallaroo,552729,12620,d3b13a6d-7e6d-44d0-986f-f4c88e60cca2
Mammalia,Diprotodontia,Macropodidae,Macropus,dorsalis,Black-striped Wallaby,552730,40562,d493b099-fe94-4d75-88ea-31bab124dd38
Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar Wallaby,552731,41512,b867c6b1-6391-42a2-87d9-094de260a70a
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western Gray Kangaroo,552732,40563,4ea835ca-e0c9-4e3b-90d5-e5100bfcea81
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern Grey Kangaroo,552733,41513,4639bc49-6f10-47e6-bdd4-4adf098afbcb
Mammalia,Diprotodontia,Macropodidae,Macropus,irma,Western Brush Wallaby,552735,12626,7b3a39fa-d311-450b-a895-4f6591348164
Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma Wallaby,552736,12627,63686bbc-69d3-428b-9d33-c03eba0e4977
Mammalia,Diprotodontia,Macropodidae,Macropus,parryi,Whiptail Wallaby,552737,40564,9b7dc1b3-01cf-4750-bf61-2653608e713b
Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Common Wallaroo,552738,40565,86e0636d-c57a-46e6-951c-8e25b503a1df
Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked Wallaby,552739,40566,e3f05a43-86b5-4736-bbf3-4f62e797302f
Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red Kangaroo,552740,40567,edd1ca1c-aa03-4321-86fa-edc0fbbd50c7
Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Bridled Nailtail Wallaby,552741,15330,b7f3f6e3-63e0-4fd3-83c8-8d1f453d9b71
Mammalia,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern Nailtail Wallaby,552743,40568,eb6d2080-c9aa-4885-9377-570fa2901b05
Mammalia,Diprotodontia,Macropodidae,Petrogale,assimilis,Allied Rock Wallaby,552744,40569,84d6ac9c-0af5-4f08-8b05-fc63eab47485
Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,Short-eared Rock Wallaby,552745,40570,7134340f-5c2e-43cb-9bbb-816b49c0c395
Mammalia,Diprotodontia,Macropodidae,Petrogale,burbidgei,Monjon,552746,16744,fd353632-497b-47ca-abb2-ccd9aa42ff67
Mammalia,Diprotodontia,Macropodidae,Petrogale,coenensis,Cape York Rock Wallaby,709409,16752,d808bbd1-118b-45da-8465-e2bff3a27bf1
Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,552747,16761,1a159168-efcb-46de-878b-c71786adde16
Mammalia,Diprotodontia,Macropodidae,Petrogale,godmani,Godman's Rock Wallaby,552748,41514,d6b2b63a-70fb-4b14-a016-735b068a3cd8
Mammalia,Diprotodontia,Macropodidae,Petrogale,herberti,Herbert's Rock Wallaby,709410,41515,c419c44e-2608-45fc-8a5d-12efe2d56bca
Mammalia,Diprotodontia,Macropodidae,Petrogale,inornata,Unadorned Rock Wallaby,552749,41516,f6f5d0d7-01fe-49b2-a446-a3496deae033
Mammalia,Diprotodontia,Macropodidae,Petrogale,lateralis,Black-footed Rock Wallaby,552750,16751,afcc1e77-f0ef-4e32-89bd-afb17fee8b9c
Mammalia,Diprotodontia,Macropodidae,Petrogale,mareeba,Mareeba Rock Wallaby,709411,136509,080ab305-8d13-4f23-b4f4-77b3e573ca9e
Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed Rock Wallaby,179924,16746,825e43b6-fd13-40d0-a16a-69a8cb134583
Mammalia,Diprotodontia,Macropodidae,Petrogale,persephone,Proserpine Rock Wallaby,552751,16747,edf6421e-0fa1-4ba7-802a-081bfc494130
Mammalia,Diprotodontia,Macropodidae,Petrogale,purpureicollis,Purple-necked Rock Wallaby,709412,136463,0a48557f-7ac8-4017-9107-57d4a288f8b5
Mammalia,Diprotodontia,Macropodidae,Petrogale,rothschildi,Rothschild's Rock Wallaby,552752,41517,672bab6a-f313-4332-95cc-763456a31bfd
Mammalia,Diprotodontia,Macropodidae,Petrogale,sharmani,Sharman's Rock Wallaby,709413,16753,838b9fed-11ee-43b4-9956-233cddeaab45
Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Yellow-footed Rock Wallaby,552753,16750,4c803bf9-c5ed-4be3-9594-9e71840f55b3
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,552754,20165,a26bd8e5-e645-4a86-b487-a1345ec17911
Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian Pademelon,552755,40571,8ac14ba1-79d8-4f6b-a55f-d435b7743a31
Mammalia,Diprotodontia,Macropodidae,Thylogale,browni,New Guinea Pademelon,709432,21874,e24e4623-1201-4dc8-a481-9b531f81d550
Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky Pademelon,552756,21870,919added-944c-491c-b9a5-6e9e3f1c5a86
Mammalia,Diprotodontia,Macropodidae,Thylogale,calabyi,Calaby's Pademelon,709433,21873,9a41592e-05c0-4f01-bf01-d24a68d3fc37
Mammalia,Diprotodontia,Macropodidae,Thylogale,lanatus,Mountain Pademelon,709434,136255,21f48a36-09f5-4011-a43b-70d3906b6386
Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged Pademelon,552757,40574,b94e80cb-b8ec-4aa3-98a9-7a5820721a47
Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked Pademelon,552758,40573,98f0795c-5e88-4a14-b9f5-b3e82820251b
Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp Wallaby,552759,40575,3afdd398-39f2-430c-9301-74659d81044e
Mammalia,Diprotodontia,Petauridae,,,Unknown Gliding Possum,40,40,af9a3244-d913-44e8-821a-316a819b027c
Mammalia,Diprotodontia,Petauridae,Dactylonax,palpator,Long-fingered Triok,609835,6225,1e9ebfb2-4801-4d09-bf90-7dc54774ae9f
Mammalia,Diprotodontia,Petauridae,Dactylopsila,megalura,Great-tailed Triok,609834,6223,4858212a-3eb1-4093-804a-a50ac35122c8
Mammalia,Diprotodontia,Petauridae,Dactylopsila,tatei,Tate's Triok,609836,6224,6f2bee66-6284-44e5-b831-ae55b8d00cab
Mammalia,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped Possum,609837,6226,d813c7ae-12d1-4e31-85d0-3431e3d073f5
Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's Possum,609838,9564,5f537c79-fcc2-4cf5-b25d-335a09a459bc
Mammalia,Diprotodontia,Petauridae,Petaurus,abidi,Northern Glider,609839,16726,3663672a-5ed0-4ce2-b416-aca89dcb9fae
Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied Glider,609840,16730,81bf4b8b-b096-4506-85a5-905f0aa22b81
Mammalia,Diprotodontia,Petauridae,Petaurus,biacensis,Biak Glider,709408,16732,691e0d0d-5a53-4601-8ddb-a0ec9c5e76b1
Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar Glider,609841,16731,16955603-25e0-4cb0-b0a7-e831af97e79b
Mammalia,Diprotodontia,Petauridae,Petaurus,gracilis,Mahogany Glider,609842,16727,50d9da8f-b4c6-4599-a766-8e26c11bd3c0
Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel Glider,609843,16728,ba9cb645-df62-4016-957a-e42cb50af003
Mammalia,Diprotodontia,Phalangeridae,,,Unkn. Cuscus_Brushtail Possum,41,41,478f9306-c4eb-462a-a114-d9e1389a7eb0
Mammalia,Diprotodontia,Phalangeridae,Ailurops,melanotis,Talaud Bear Cuscus,709403,136218,e5e0084c-3d5e-4317-b9bb-e09a22ac846a
Mammalia,Diprotodontia,Phalangeridae,Ailurops,ursinus,Bear Cuscus,552681,40637,c34c6f2a-1c28-4941-b67b-9614e575c2da
Mammalia,Diprotodontia,Phalangeridae,Phalanger,alexandrae,Gebe Cuscus,709414,16858,72a91111-477b-48ef-b80e-ff9508983d3d
Mammalia,Diprotodontia,Phalangeridae,Phalanger,carmelitae,Mountain Cuscus,552682,16853,c5c61524-bb20-4514-9fd2-e11427fcf61f
Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground Cuscus,709415,16856,a5931041-3c55-4e71-8060-23e95800cce0
Mammalia,Diprotodontia,Phalangeridae,Phalanger,intercastellanus,Eastern Common Cuscus,709416,16857,effcdbc6-0b04-4961-9a47-73239c1a627b
Mammalia,Diprotodontia,Phalangeridae,Phalanger,lullulae,Woodlark Cuscus,552683,16846,b5a6e673-f1fc-44b9-8e3f-2282b0254e87
Mammalia,Diprotodontia,Phalangeridae,Phalanger,matabiru,Blue-eyed Cuscus,709417,136200,64852110-50d9-4954-858b-5fa421379c01
Mammalia,Diprotodontia,Phalangeridae,Phalanger,matanim,Telefomin Cuscus,552684,16851,2baad67a-3a7f-4305-be19-5d9f90fab787
Mammalia,Diprotodontia,Phalangeridae,Phalanger,mimicus,Southern Common Cuscus,709418,136450,08b8fbac-a6a3-4686-9e23-7022f715c56b
Mammalia,Diprotodontia,Phalangeridae,Phalanger,orientalis,Northern Common Cuscus,552685,16847,c52d4270-aab9-41c5-8310-919e59d5cb76
Mammalia,Diprotodontia,Phalangeridae,Phalanger,ornatus,Ornate Cuscus,552686,16854,b6bece4c-4bcf-4cea-b123-e668a087de04
Mammalia,Diprotodontia,Phalangeridae,Phalanger,rothschildi,Obi Cuscus,609814,16852,e4d27a26-18dd-4d1f-aecf-437d22b3030c
Mammalia,Diprotodontia,Phalangeridae,Phalanger,sericeus,Silky Cuscus,552688,16855,91e70dfa-2100-48fd-bf1e-67718271e684
Mammalia,Diprotodontia,Phalangeridae,Phalanger,vestitus,Stein's Cuscus,552689,16850,839b7594-ae51-4363-ae64-0326325f4119
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,kraemeri,Admiralty Cuscus,709429,20637,b3130a78-fc15-4b3d-b749-f2d57323f223
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Common Spotted Cuscus,552690,20636,e7bbb10f-8ace-4542-a7e0-4cad851bbe21
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,papuensis,Waigeo Cuscus,709430,20638,307896d3-d560-41f2-bcef-84c5f427d0ce
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,rufoniger,Black-spotted Cuscus,552691,20639,b0d5361f-acdc-47e8-b84e-32465579c347
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,wilsoni,Blue-eyed Spotted Cuscus,625060,136443,0431e736-ff8d-4191-9223-b4be04350f14
Mammalia,Diprotodontia,Phalangeridae,Strigocuscus,celebensis,Small Sulawesi Cuscus,552692,20890,23bcfa7c-29dd-40e7-86a4-dbec10d46333
Mammalia,Diprotodontia,Phalangeridae,Strigocuscus,pelengensis,Peleng Cuscus,709431,20892,c972044d-323f-4989-bfd6-e231980d87ed
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,caninus,Short-eared Brushtail Possum,552695,40557,e3df98de-20bf-44e2-a0a6-6fb2adc35519
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,cunninghami,Mountain Brushtail Possum,709435,136256,dbe5f5e8-be6c-4132-8d0b-77926e72a615
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Common Brushtail Possum,552696,40585,5e64c604-07c8-4736-806b-fc4aae49821d
Mammalia,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,Scaly-tailed Possum,552697,23091,31d5d258-40ee-478d-bdd9-9b54bcb9e9cb
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,552677,16892,51be2961-ffb2-4ccc-9289-47f66f187112
Mammalia,Diprotodontia,Potoroidae,,,Unknown Bettong_Potoroo,42,42,1755723e-73f4-44f1-b945-390378259c46
Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous Bettong,552698,40558,7a0f448a-d190-4087-a273-8dddfb0edbfc
Mammalia,Diprotodontia,Potoroidae,Bettongia,gaimardi,Tasmanian Bettong,552699,2783,b356285f-a140-4235-ae76-dbc8b8bd0ea7
Mammalia,Diprotodontia,Potoroidae,Bettongia,lesueur,Burrowing Bettong,552700,2784,5bf00819-9051-40fb-9853-b8e44ed9c610
Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,552701,2785,625d0b27-1a0a-49b3-a4b6-0bf13ebbb46a
Mammalia,Diprotodontia,Potoroidae,Bettongia,tropica,Northern Bettong,709404,2787,be201753-753d-499e-baf9-cba97c925328
Mammalia,Diprotodontia,Potoroidae,Potorous,gilbertii,Gilbert's Potoroo,709419,18107,ef755cb2-0533-4eec-a193-10dd77695307
